"","site","vernacular_name","life_stage","count","water_type","tolerance","trophic_class","native","tsn","rank_name","class","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","species","gradient","basin","drainage_size"
"103","MEAD","rock bass","adult",20,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","reference","Chesapeake","Mid-Order"
"104","MEAD","shield darter","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","reference","Chesapeake","Mid-Order"
"105","MEAD","slimy sculpin","adult",20,"cold_water","intolerant","benthic_insectivore","native","167232","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_cognatus","reference","Chesapeake","Mid-Order"
"106","MEAD","smallmouth bass","adult",41,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","reference","Chesapeake","Mid-Order"
"107","MEAD","tessellated darter","adult",3,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","reference","Chesapeake","Mid-Order"
"108","MEAD","white sucker","adult",4,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","reference","Chesapeake","Mid-Order"
"109","MEAD","yellow bullhead","adult",1,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","reference","Chesapeake","Mid-Order"
"110","NANG","blacknose dace","adult",1,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","moderately degraded","Chesapeake","Mid-Order"
"111","NANG","bluntnose minnow","adult",1,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
"112","NANG","brook stickleback","adult",1,"facultative_water","intolerant","water_column_insectivore","native","166399","Species","Teleostei","Acanthopterygii","Gasterosteiformes","Gasterosteoidei",NA,"Gasterosteidae",NA,NA,"Culaea","Culaea_inconstans","moderately degraded","Chesapeake","Mid-Order"
"113","NANG","central stoneroller","adult",1,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","moderately degraded","Chesapeake","Mid-Order"
"114","NANG","common shiner","adult",1,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","moderately degraded","Chesapeake","Mid-Order"
"115","NANG","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","moderately degraded","Chesapeake","Mid-Order"
"116","NANG","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"117","NANG","fathead minnow","adult",1,"warm_water","tolerant","generalist","native","163517","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_promelas","moderately degraded","Chesapeake","Mid-Order"
"118","NANG","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","Chesapeake","Mid-Order"
"119","NANG","mottled sculpin","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","moderately degraded","Chesapeake","Mid-Order"
"120","NANG","redside dace","adult",1,"warm_water","intolerant","water_column_insectivore","native","163373","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Clinostomus","Clinostomus_elongatus","moderately degraded","Chesapeake","Mid-Order"
"121","NANT","banded darter","adult",1,"warm_water","intolerant","benthic_insectivore","native","168449","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_zonale","degraded","Chesapeake","Mid-Order"
"122","NANT","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","degraded","Chesapeake","Mid-Order"
"123","NANT","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","degraded","Chesapeake","Mid-Order"
"124","NANT","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","degraded","Chesapeake","Mid-Order"
"125","NANT","fathead minnow","adult",1,"warm_water","tolerant","generalist","native","163517","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_promelas","degraded","Chesapeake","Mid-Order"
"126","NANT","green sunfish","adult",1,"warm_water","tolerant","generalist","native","168132","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_cyanellus","degraded","Chesapeake","Mid-Order"
"127","NANT","greenside darter","adult",2,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides","degraded","Chesapeake","Mid-Order"
"128","NANT","margined madtom","adult",2,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","degraded","Chesapeake","Mid-Order"
"129","NANT","mimic shiner","adult",1,"warm_water","moderately_tolerant","generalist","native","163421","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_volucellus","degraded","Chesapeake","Mid-Order"
"130","NANT","mottled sculpin","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","degraded","Chesapeake","Mid-Order"
"131","NANT","redbreast sunfish","adult",2,"warm_water","moderately_tolerant","generalist","native","168131","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_auritus","degraded","Chesapeake","Mid-Order"
"132","NANT","river chub","adult",2,"warm_water","moderately_tolerant","generalist","native","163392","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_micropogon","degraded","Chesapeake","Mid-Order"
"133","NANT","rock bass","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","degraded","Chesapeake","Mid-Order"
"134","NANT","smallmouth bass","adult",1,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","degraded","Chesapeake","Mid-Order"
"135","NANT","tessellated darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","Chesapeake","Mid-Order"
"136","NANT","white sucker","adult",2,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","Chesapeake","Mid-Order"
"137","NANT","yellow bullhead","adult",1,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","degraded","Chesapeake","Mid-Order"
"138","NVUS","blacknose dace","adult",3,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","reference","Chesapeake","Mid-Order"
"139","NVUS","brook stickleback","adult",3,"facultative_water","intolerant","water_column_insectivore","native","166399","Species","Teleostei","Acanthopterygii","Gasterosteiformes","Gasterosteoidei",NA,"Gasterosteidae",NA,NA,"Culaea","Culaea_inconstans","reference","Chesapeake","Mid-Order"
"140","NVUS","creek chub","adult",2,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","reference","Chesapeake","Mid-Order"
"141","NVUS","cutlips minnow","adult",2,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","reference","Chesapeake","Mid-Order"
"142","NVUS","fallfish","adult",4,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","reference","Chesapeake","Mid-Order"
"143","NVUS","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","reference","Chesapeake","Mid-Order"
"144","NVUS","mottled sculpin","adult",4,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","reference","Chesapeake","Mid-Order"
"145","NVUS","rosyface shiner","adult",1,"warm_water","intolerant","water_column_insectivore","native","163409","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_rubellus","reference","Chesapeake","Mid-Order"
"146","NVUS","shield darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","reference","Chesapeake","Mid-Order"
"147","NVUS","tessellated darter","adult",4,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","reference","Chesapeake","Mid-Order"
"148","NVUS","white sucker","adult",4,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","reference","Chesapeake","Mid-Order"
"149","OWGO_4","blacknose dace","adult",15,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","moderately degraded","Chesapeake","Mid-Order"
"150","OWGO_4","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
"151","OWGO_4","brown trout","adult",2,"cold_water","intolerant","top_carnivore","non_native","161997","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salmo","Salmo_trutta","moderately degraded","Chesapeake","Mid-Order"
"152","OWGO_4","common shiner","adult",1,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","moderately degraded","Chesapeake","Mid-Order"
"153","OWGO_4","creek chub","adult",20,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","moderately degraded","Chesapeake","Mid-Order"
"154","OWGO_4","cutlips minnow","adult",5,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"155","OWGO_4","fallfish","adult",1,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","moderately degraded","Chesapeake","Mid-Order"
"156","OWGO_4","longnose dace","adult",15,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","Chesapeake","Mid-Order"
"157","OWGO_4","margined madtom","adult",6,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","moderately degraded","Chesapeake","Mid-Order"
"158","OWGO_4","mottled sculpin","adult",20,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","moderately degraded","Chesapeake","Mid-Order"
"159","OWGO_4","rock bass","adult",1,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","moderately degraded","Chesapeake","Mid-Order"
"160","OWGO_4","tessellated darter","adult",4,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","Chesapeake","Mid-Order"
"161","OWGO_4","white sucker","adult",5,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","Chesapeake","Mid-Order"
"162","PAGE","bluntnose minnow","adult",1,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
